ville,quartier,type_bien,surface_habitable,nb_pieces,nb_chambres,etage,ascenseur,etat,annee_construction,balcon,terrasse,parking,chauffage,classe_energie,distance_centre,distance_transport,score_commerces,prix,annee_vente,mois_vente
9,11,4,35.33,1,0,8,1,0,1941,0,0,0,2,3,3.68,400.39,10,175858.18,2022,3
4,7,0,109.75,5,5,1,0,0,1973,0,0,0,2,7,8.31,278.34,3,295210.81,2023,1
10,10,4,30.13,1,0,3,0,1,1938,1,0,0,2,5,6.64,257.44,6,230032.16,2020,2
11,12,0,82.21,4,3,2,0,0,1970,1,1,0,0,1,4.68,161.97,9,191028.25,2022,7
12,7,2,244.89,6,6,1,0,3,1900,1,0,0,4,2,0.97,807.47,3,1313359.27,2023,2
0,17,3,139.04,4,4,0,0,1,2023,1,0,2,0,0,6.64,388.16,3,271612.76,2022,11
4,3,3,162.41,6,5,0,0,3,1981,0,0,0,2,2,3.24,294.93,4,473056.42,2021,2
12,12,0,87.21,4,3,3,0,3,1921,1,0,0,2,3,4.33,325.34,2,322384.32,2022,4
14,3,0,130.05,6,6,4,1,2,1916,1,0,0,3,3,4.76,463.91,1,580741.93,2023,9
12,3,4,26.71,1,0,5,1,0,1968,0,1,0,1,3,3.11,84.87,8,145428.84,2023,11
5,18,0,50.96,2,3,4,1,1,1867,1,0,0,0,3,6.38,452.77,10,215380.69,2023,4
14,12,0,119.44,5,4,3,1,0,1962,1,0,0,3,2,13.28,190.05,4,361120.82,2022,10
10,9,3,152.36,4,3,0,0,0,2017,1,0,0,0,4,6.97,573.63,6,1227229.98,2021,8
5,13,3,142.31,6,4,0,0,1,1970,1,0,1,2,2,7.55,519.33,5,425819.96,2020,1
3,7,0,67.71,2,0,5,0,0,2015,0,1,0,1,4,7.88,103.19,3,144017.04,2023,6
7,12,0,61.57,2,2,3,1,3,1911,1,0,0,2,2,5.64,324.96,3,226102.74,2022,11
8,11,0,86.08,3,1,8,1,0,1957,1,0,1,1,2,2.66,75.26,1,349533.81,2021,1
5,4,2,143.95,5,5,3,1,4,1975,0,0,0,0,3,2.28,64.83,6,583018.77,2020,7
11,11,0,76.16,3,2,2,0,0,1991,0,0,0,2,2,16.42,176.85,1,130817.84,2022,9
0,7,1,111.51,7,6,2,0,0,1960,0,0,1,2,7,5.71,288.33,5,251814.67,2023,1
8,17,0,102.23,6,5,3,1,3,1949,1,0,1,3,5,6.03,128.35,1,335562.31,2021,8
4,3,0,62.14,2,1,1,0,4,1947,1,0,1,2,3,2.76,227.07,7,168530.22,2020,11
1,12,3,145.52,5,3,0,0,0,1999,0,0,2,0,5,2.94,56.95,9,472754.77,2022,7
13,11,0,76.72,4,3,1,0,3,1958,0,0,0,2,6,3.54,270.9,5,231383.42,2020,7
1,7,3,128.26,6,5,0,0,4,1861,0,1,1,3,3,6.81,193.62,3,350730.11,2020,11
9,3,2,84.14,4,3,2,0,0,1997,1,1,1,1,7,4.35,154.79,2,711377.42,2022,1
13,7,0,66.29,3,2,7,1,1,1925,1,0,0,3,7,2.54,116.6,3,210148.41,2023,5
12,17,4,28.1,1,0,1,0,0,1982,1,0,0,2,3,3.45,199.74,2,84895.47,2022,5
0,3,0,104.34,4,3,2,0,3,1970,0,0,0,0,2,5.88,107.5,10,336570.43,2023,9
2,3,0,73.11,3,2,5,0,0,1959,0,1,0,2,2,2.39,128.05,10,265823.14,2023,8
13,3,0,66.65,2,0,0,0,0,1966,0,0,0,0,4,2.6,158.11,3,236483.19,2020,6
11,11,2,90.03,4,2,6,1,4,2020,1,0,1,3,3,5.47,369.48,5,197534.92,2021,4
11,3,0,99.23,3,3,5,1,1,1904,0,0,0,0,2,5.64,88.3,4,251800.19,2020,10
6,8,2,102.09,4,3,3,1,1,1994,0,0,0,2,2,3.93,400.39,6,452898.82,2023,3
13,11,3,142.87,6,5,0,0,0,2019,1,0,0,0,7,3.94,521.56,1,351747.45,2020,3
10,9,0,73.43,4,3,1,0,0,1943,1,0,1,3,2,6.26,390.22,8,775423.46,2023,9
1,7,3,221.3,4,3,0,0,1,1936,0,0,2,1,4,4.61,142.33,6,690086.96,2022,2
4,7,4,34.71,1,1,0,0,2,2018,0,1,0,1,5,4.71,395.51,5,145858.21,2021,3
3,12,4,36.03,1,0,1,0,1,1969,1,0,0,0,6,6.69,103.53,3,58311.92,2022,12
8,7,3,149.72,6,5,0,0,3,1970,1,1,1,3,6,6.79,252.94,2,431181.4,2023,2
9,17,2,138.34,4,4,5,1,4,1999,0,0,1,2,3,2.18,276.24,5,657091.11,2023,4
13,3,0,94.84,3,3,7,1,3,1950,0,1,0,0,7,2.54,154.84,4,585274.19,2022,3
9,3,2,132.16,4,3,5,0,0,1931,1,0,0,2,3,13.0,146.99,1,888052.83,2022,11
4,3,4,40.91,1,0,3,0,3,1989,0,0,0,3,1,9.58,287.27,6,134961.32,2020,10
9,7,4,59.21,1,0,8,1,3,1970,1,1,0,1,4,7.44,228.19,2,386223.84,2020,12
12,7,4,47.2,1,0,6,1,0,1969,1,0,2,3,4,4.73,66.99,6,183779.22,2020,6
4,3,3,140.64,6,5,0,0,0,1974,1,0,2,0,7,2.78,303.21,3,475275.8,2023,4
12,11,3,144.91,5,4,0,0,0,1868,1,0,1,0,4,10.31,770.49,3,364338.86,2020,6
13,11,3,215.31,4,3,0,0,3,1853,0,0,0,4,2,12.01,146.23,10,485533.7,2021,11
4,17,0,83.09,3,1,4,0,0,1949,1,0,0,3,3,9.44,198.52,3,207720.01,2021,9
0,12,3,258.87,6,6,0,0,0,1950,0,0,0,0,1,2.0,370.71,4,574662.71,2023,10
13,17,0,106.64,5,5,0,0,1,1990,0,0,1,3,7,5.52,264.56,1,312209.66,2020,8
3,3,0,66.14,3,1,1,0,3,1950,0,0,2,2,2,15.79,30.69,9,135591.11,2023,1
12,3,0,54.33,3,2,2,0,1,1955,1,0,0,3,3,14.55,248.98,5,149901.46,2022,2
0,3,0,97.21,3,1,2,0,1,1974,1,1,1,1,2,9.38,143.53,10,224707.23,2022,3
6,6,0,63.93,3,2,2,0,4,1978,1,1,0,3,3,8.95,119.91,3,171916.92,2023,5
6,8,2,108.85,4,4,7,1,3,1951,0,1,0,2,2,3.92,260.61,5,629718.95,2022,2
4,12,0,64.05,3,2,5,1,0,1975,1,0,1,2,2,2.13,254.86,8,227754.73,2023,8
11,17,4,30.66,1,3,4,1,1,1981,0,0,1,3,4,6.23,779.8,6,64543.09,2021,2
3,7,0,92.47,3,2,2,0,0,1941,1,0,0,2,2,7.05,271.39,6,180055.49,2020,10
0,7,0,71.62,3,2,2,0,1,1970,0,1,1,0,2,7.01,254.7,7,200341.85,2021,8
6,2,0,78.92,3,2,0,0,0,1970,0,0,0,0,6,1.76,103.42,10,243021.29,2020,12
8,7,0,73.36,3,3,3,1,3,1984,0,0,1,2,5,3.95,252.94,10,245614.85,2022,6
11,11,3,214.34,4,4,0,0,1,1948,1,1,0,1,3,4.37,99.86,7,417591.98,2023,10
0,17,3,227.64,5,4,0,0,4,1975,0,0,0,2,1,2.93,312.44,4,263683.82,2021,2
8,17,0,100.66,15,3,1,0,1,1989,1,0,1,4,3,14.17,212.03,4,258821.5,2021,8
3,11,3,254.84,5,4,0,0,0,1970,0,0,1,3,0,6.59,255.9,4,499210.9,2023,5
3,12,2,86.27,4,3,2,0,1,2014,1,0,1,3,7,5.08,505.65,5,171163.33,2023,1
6,6,0,106.13,5,3,1,0,3,1990,0,0,0,3,3,3.37,146.35,2,443613.11,2023,2
6,6,0,67.34,3,1,2,0,3,1960,1,0,2,2,2,11.13,463.56,6,268104.54,2020,6
7,7,3,162.6,4,3,0,0,1,2016,0,0,0,2,4,20.33,252.94,2,293509.68,2022,5
7,11,0,48.01,2,0,0,0,1,1889,0,0,0,1,2,4.15,13.83,2,169825.37,2022,2
13,17,1,133.64,5,4,0,0,0,1995,1,0,0,2,4,8.1,463.11,6,410762.61,2021,2
4,17,3,130.39,4,2,0,0,3,1972,0,0,0,1,3,15.08,288.93,2,276459.06,2022,3
14,17,3,196.12,4,3,0,0,2,1985,0,0,0,4,2,8.58,252.94,7,581366.44,2022,3
0,7,0,58.38,3,2,6,1,1,1970,0,0,1,2,4,7.99,319.18,4,123544.51,2022,1
14,7,3,192.78,5,5,0,0,2,1970,1,0,0,0,4,2.4,252.94,8,639304.65,2023,12
6,6,0,105.62,1,3,4,1,1,1941,0,0,0,3,4,0.86,266.17,7,363929.26,2022,10
9,7,1,129.05,6,4,3,0,4,1966,1,0,0,2,3,4.71,93.48,7,446294.28,2022,1
6,6,3,166.23,4,3,0,0,3,2014,0,0,1,4,1,12.89,476.51,10,476458.66,2023,10
3,12,0,78.14,4,3,3,1,0,1898,1,0,0,4,2,10.1,492.82,5,136115.11,2023,3
7,17,3,127.76,4,3,0,0,4,1909,1,1,0,0,2,4.48,134.66,1,315906.89,2022,7
13,7,0,68.49,2,2,5,1,4,1923,1,0,2,1,5,4.0,259.24,1,150909.93,2021,11
3,12,0,82.71,3,2,5,1,4,1982,0,0,0,2,1,1.81,74.25,3,123944.62,2020,8
6,14,3,123.82,7,7,0,0,1,1970,0,1,1,2,3,7.87,201.29,5,364045.01,2023,11
1,11,3,110.16,4,3,0,0,3,1922,0,0,0,0,5,6.34,252.94,7,291972.64,2020,2
11,7,3,202.55,5,4,0,0,0,1914,1,0,0,3,3,10.09,493.37,7,336442.74,2022,6
2,17,0,69.05,2,3,7,1,2,1986,1,0,0,4,5,5.3,400.61,2,231226.04,2022,1
3,17,3,181.78,4,3,0,0,0,1966,0,1,2,2,2,2.89,98.55,9,381221.42,2021,9
9,12,0,91.52,3,1,1,0,1,2009,0,0,1,4,3,7.0,252.94,6,393941.78,2023,11
1,7,3,177.45,5,4,0,0,2,1961,1,1,2,4,3,3.83,199.32,5,992377.12,2020,10
13,11,3,206.64,6,6,0,0,0,1984,0,0,1,0,4,2.19,956.95,8,592763.67,2020,12
0,12,3,147.21,7,5,0,0,0,2000,0,1,0,3,3,5.7,189.32,9,311418.81,2023,4
13,12,2,123.66,4,3,5,0,1,2018,0,0,2,3,3,6.01,162.71,6,420286.55,2021,4
8,3,2,78.07,3,3,10,1,1,2008,1,0,0,1,3,3.4,87.55,5,347241.61,2023,10
5,5,1,117.7,6,6,0,0,2,1997,0,0,0,0,5,1.9,387.69,1,621490.2,2020,5
1,12,1,88.63,4,3,2,0,0,1962,1,1,0,0,3,2.46,399.78,10,403799.39,2022,6
8,11,4,58.24,1,0,2,0,0,2021,0,1,0,0,3,5.43,252.94,3,223709.52,2020,10
7,3,1,108.79,5,4,6,1,3,1942,0,0,0,0,4,4.58,592.34,8,498851.32,2022,11
10,10,2,96.16,3,2,0,0,2,1985,0,0,0,3,6,7.85,23.54,5,1054669.88,2022,9
9,17,4,28.38,1,1,3,1,4,1916,0,0,2,4,1,2.46,226.54,10,110759.14,2020,11
11,3,0,70.99,3,2,7,1,2,1980,0,0,0,2,1,3.07,252.94,7,253953.6,2021,8
10,9,0,51.98,2,1,0,0,4,1988,1,0,0,0,0,5.54,563.95,9,488387.58,2021,8
4,12,4,42.75,1,0,0,0,3,1600,1,1,0,2,2,9.11,307.94,1,132221.45,2021,5
12,17,3,227.94,4,3,0,0,2,1946,0,0,0,3,7,3.33,-50.0,2,844266.39,2021,1
2,12,4,58.0,1,0,10,1,0,1983,0,0,0,3,2,4.27,404.73,7,154248.23,2020,5
7,7,0,107.39,7,5,6,1,0,1979,0,0,0,3,2,3.73,252.94,8,385597.36,2020,5
7,11,0,100.7,4,2,4,1,0,1986,0,1,1,2,2,5.99,789.49,7,360682.17,2022,8
10,10,4,35.96,20,0,2,0,0,1970,0,0,1,3,7,3.78,143.5,5,343445.41,2022,10
1,12,2,128.77,4,3,6,1,1,1971,0,0,1,2,5,6.47,199.81,9,540582.29,2023,12
5,18,0,74.49,4,3,7,1,4,2015,1,0,1,3,3,8.1,144.3,5,258157.43,2020,7
11,11,2,124.26,4,3,5,1,3,2018,1,1,1,0,2,5.24,592.34,5,498431.05,2021,3
1,7,4,33.88,1,1,2,0,0,1915,1,0,0,2,5,4.31,238.97,3,131638.61,2023,10
10,16,0,373.28,3,1,3,1,0,2011,0,0,2,0,3,3.09,258.45,7,4479319.47,2023,9
11,3,0,100.61,7,7,0,0,1,1977,1,0,1,3,2,8.94,252.94,7,213818.05,2020,6
4,12,0,60.65,2,3,1,0,3,1995,1,0,0,2,7,3.4,252.94,5,211521.32,2022,11
2,12,0,85.45,4,3,5,1,1,1922,0,0,1,3,2,1.11,166.81,10,206003.29,2022,8
2,7,3,163.14,4,2,0,0,4,1993,0,1,2,0,5,3.56,400.26,1,288124.03,2021,4
1,7,0,89.23,3,2,0,0,1,1900,1,0,1,1,3,11.05,138.16,5,285090.93,2023,4
14,3,0,113.05,7,7,0,0,3,1982,0,0,0,1,4,5.19,252.94,5,418499.85,2022,7
1,17,4,35.09,1,1,3,0,3,1986,0,0,2,0,4,4.19,312.48,2,160819.27,2022,6
13,12,3,249.95,4,4,0,0,2,1985,0,0,0,3,0,13.73,193.2,2,759393.26,2020,8
12,7,3,232.75,6,6,0,0,0,1891,0,0,0,3,4,7.78,290.2,1,551866.21,2021,8
8,12,0,99.55,3,1,1,0,2,1959,1,0,0,3,2,1.69,530.94,2,449486.83,2021,10
0,11,4,40.04,1,0,1,0,0,1994,0,1,0,3,4,2.47,789.92,10,118727.74,2023,12
9,12,2,96.51,3,3,2,0,1,2000,0,0,0,3,7,12.4,56.8,8,484003.83,2023,9
12,17,3,185.52,5,4,0,0,0,1962,0,1,2,3,1,5.71,266.48,5,684376.07,2023,4
1,17,2,160.38,6,5,3,0,3,1925,0,0,0,1,7,5.3,387.39,3,825953.06,2020,6
5,4,4,60.31,1,0,1,0,3,1970,1,0,0,0,6,2.43,362.36,9,291993.51,2022,12
2,11,4,21.01,1,0,3,0,0,1984,0,0,1,3,7,6.95,252.94,5,57311.27,2022,10
3,17,4,19.92,1,0,2,0,1,2014,1,1,1,3,0,6.62,133.36,4,50000.0,2020,11
12,7,0,58.34,3,1,0,0,0,1987,1,0,1,1,2,6.28,193.96,1,200757.34,2021,12
2,12,0,76.3,3,2,6,1,2,2003,0,0,0,2,1,2.11,107.21,5,294290.63,2021,12
11,11,0,142.78,5,4,1,0,1,1942,0,1,1,0,4,5.17,95.63,4,338488.28,2021,11
5,5,0,76.74,3,2,4,1,3,2004,1,0,1,0,3,4.6,179.96,1,353369.48,2022,1
12,12,0,69.16,3,3,3,0,1,1980,1,1,1,2,1,5.35,816.34,1,232751.81,2023,1
11,11,2,91.1,3,3,1,0,2,1974,0,0,0,2,1,6.73,252.94,6,318777.94,2022,9
0,7,0,77.73,3,1,0,0,0,1942,0,0,0,1,4,2.25,248.12,3,184533.56,2023,8
1,17,1,222.14,4,2,6,1,1,1933,0,0,0,4,2,3.5,68.72,10,903798.62,2022,1
11,12,3,145.71,4,3,0,0,1,1974,1,0,1,0,1,8.12,319.03,10,237727.32,2021,8
6,6,0,64.15,3,2,3,1,2,2011,0,0,0,2,1,5.07,1143.18,5,303860.03,2023,7
7,17,3,215.32,4,3,0,0,0,1938,1,0,0,2,4,5.72,91.54,3,607542.15,2022,9
12,3,0,112.08,5,3,2,0,0,1944,0,0,2,0,5,3.99,329.12,5,479078.77,2020,10
0,7,1,104.11,5,3,5,1,4,2017,0,0,0,3,4,5.5,165.33,9,139064.32,2023,2
1,17,4,32.22,1,0,0,0,4,1868,0,0,2,2,0,3.69,134.05,2,104430.75,2021,3
7,12,0,95.42,3,3,5,0,0,1968,0,0,1,1,2,4.16,252.94,5,384402.85,2020,12
14,7,1,121.09,4,3,2,0,3,1972,0,0,0,4,4,5.28,794.27,2,331288.52,2020,4
11,7,4,38.54,1,0,3,0,3,1986,0,0,0,3,4,1.84,284.06,4,99287.46,2021,6
10,9,0,100.48,6,4,5,1,0,1932,0,0,1,3,2,7.7,451.6,3,1128110.73,2022,4
14,12,3,173.8,7,5,0,0,1,1976,0,0,2,3,7,8.8,416.39,5,382124.14,2023,10
2,11,3,162.23,4,3,0,0,0,1910,1,1,0,2,7,8.29,231.75,7,318797.53,2022,10
1,3,0,53.06,2,1,3,1,0,1942,0,1,1,0,6,1.16,440.13,10,269062.74,2020,6
5,15,4,21.68,1,0,0,0,4,1860,1,0,0,3,7,11.8,292.09,8,69118.33,2023,1
6,14,0,56.1,2,3,5,1,2,1970,1,1,2,2,5,8.04,200.47,1,265064.06,2022,7
4,11,3,219.32,6,5,0,0,0,1929,1,0,1,2,3,3.28,348.18,10,546585.36,2020,10
7,3,0,116.79,5,3,5,1,4,1970,0,1,0,3,3,10.83,674.69,5,382034.78,2020,8
8,7,1,90.63,3,2,3,0,2,1953,0,0,1,1,4,5.06,143.05,3,400981.53,2023,7
7,17,4,39.49,1,1,2,0,2,1902,1,0,1,0,7,5.22,252.94,3,199101.35,2023,7
13,17,0,55.74,2,1,1,0,2,1985,0,0,0,2,7,4.64,401.62,8,226948.37,2021,1
2,3,0,47.44,3,2,4,1,3,1933,0,0,1,1,4,7.28,171.82,7,152669.51,2022,3
3,7,0,132.99,5,5,7,1,1,1990,0,0,2,3,1,5.66,271.29,10,278588.9,2021,10
3,11,4,22.88,1,0,4,1,2,2005,0,0,1,0,2,11.46,253.2,5,50000.0,2023,3
9,3,0,76.3,4,4,5,1,3,1993,1,0,1,0,4,11.97,252.94,9,444431.98,2022,4
1,12,4,18.56,1,0,6,1,0,1996,0,0,0,0,3,8.57,428.84,5,73474.76,2021,5
14,7,1,147.71,4,3,1,0,2,1970,0,0,0,3,2,7.2,401.27,1,603866.55,2023,5
8,12,3,165.62,6,5,0,0,0,1957,0,0,1,3,2,8.31,420.92,9,386576.39,2021,12
5,4,0,79.57,3,1,2,0,2,1970,1,0,0,3,4,2.74,388.81,3,480305.16,2021,8
0,3,0,80.38,4,3,2,0,0,1976,0,0,1,0,3,4.44,322.98,1,253475.38,2023,12
5,5,3,137.86,5,4,0,0,0,1939,1,0,0,2,3,3.35,786.89,6,578376.75,2022,12
5,4,3,146.99,5,4,0,0,0,1953,1,1,0,2,3,8.83,274.05,4,479672.99,2023,7
4,7,3,130.59,5,3,0,0,3,1923,1,0,0,0,4,2.2,123.33,1,330020.04,2023,12
13,17,3,192.21,4,3,0,0,0,1998,1,0,0,1,4,5.51,111.4,5,426641.48,2022,1
3,12,0,79.64,4,2,3,1,2,1992,0,0,0,3,7,13.5,400.88,10,164194.7,2021,6
5,4,2,117.79,7,5,0,0,4,1970,0,0,0,3,4,3.37,237.63,8,444119.54,2020,3
0,7,0,95.11,4,3,3,1,2,1970,1,1,0,2,2,3.08,265.11,3,366097.18,2023,10
0,17,3,190.29,4,3,0,0,0,1988,0,0,0,3,7,2.07,642.8,2,396309.25,2022,3
11,12,4,29.61,1,0,0,0,2,1903,1,0,1,3,2,8.83,177.87,8,92563.76,2022,2
0,3,0,95.93,3,2,6,1,0,1883,1,0,1,2,2,1.19,252.94,7,345575.34,2023,3
3,7,4,25.56,1,0,8,1,3,1989,0,1,1,2,4,4.48,439.98,4,66077.96,2021,6
5,5,4,20.88,1,0,1,0,0,1970,0,0,0,1,6,1.42,386.99,10,101150.61,2020,8
0,12,3,163.81,6,5,0,0,3,1992,0,0,0,4,2,3.07,257.75,8,399773.04,2020,10
1,17,0,63.76,3,1,3,1,1,1970,1,0,0,0,2,4.94,151.91,5,295987.9,2020,12
13,12,0,107.44,4,3,6,1,2,1910,0,0,2,3,1,3.3,401.89,5,575789.31,2020,10
12,11,0,94.31,4,3,2,0,2,1963,1,1,0,2,3,20.83,322.55,7,291867.59,2023,3
6,6,0,59.69,3,2,1,0,0,1963,0,1,0,0,5,1.67,212.68,8,176680.25,2023,2
6,14,1,91.96,3,1,5,1,0,1995,0,0,0,0,5,5.68,210.71,4,299378.83,2020,9
13,3,3,151.56,5,4,0,0,0,1914,1,0,1,2,4,7.9,252.94,4,406911.92,2021,1
9,7,0,74.5,4,2,4,0,1,2017,0,1,1,2,2,7.02,288.72,5,351488.89,2023,9
4,7,2,117.28,4,3,3,0,0,1889,0,1,1,3,3,5.1,345.33,4,424596.33,2022,6
2,17,4,25.66,1,0,8,1,3,1949,1,1,0,2,1,3.98,567.81,10,99255.02,2021,7
2,12,0,81.46,3,2,8,1,0,1989,1,1,0,2,3,10.4,442.09,5,187209.26,2022,5
8,3,0,62.36,2,0,6,1,3,1970,1,0,0,2,7,9.72,738.61,2,249290.92,2021,3
3,11,0,120.75,7,6,1,0,0,1976,0,0,1,1,4,9.25,280.33,7,201387.04,2023,1
11,17,1,111.77,5,3,1,0,1,1970,1,0,0,1,3,17.04,252.94,8,163364.64,2021,5
7,3,3,212.12,5,5,0,0,0,1970,0,1,2,0,4,9.34,278.32,10,798288.65,2020,6
1,3,2,147.8,6,5,6,1,3,1982,0,0,1,4,3,3.34,349.99,6,1007820.37,2022,6
10,10,0,75.23,4,3,4,1,0,1995,0,1,1,0,4,1.69,110.47,8,712716.01,2020,7
6,14,2,103.96,4,3,2,0,0,1959,0,0,1,2,1,1.9,304.53,6,562608.7,2023,7
12,7,0,52.66,2,0,2,0,3,1970,0,0,1,3,3,5.17,248.41,10,206372.48,2021,1
13,12,1,97.18,3,3,6,1,4,1991,0,0,0,1,3,9.44,249.75,5,206404.51,2023,1
8,17,2,111.93,7,7,1,0,4,2002,1,0,0,2,6,10.05,495.27,2,253008.16,2021,12
13,12,0,60.9,2,1,8,1,1,2002,0,0,1,3,1,3.25,224.73,4,195261.11,2023,4
7,17,4,27.32,1,0,4,0,1,1990,1,0,0,2,3,3.03,393.09,8,96555.89,2021,7
8,3,4,56.02,1,0,5,1,3,1919,0,1,1,0,4,1.92,300.96,10,307348.7,2020,12
6,14,2,109.84,6,6,2,0,0,1936,0,0,0,2,3,4.91,190.46,1,513732.24,2023,9
5,18,0,86.14,3,2,3,1,1,1970,1,0,0,2,6,12.43,25.57,10,237865.49,2020,2
11,3,3,218.25,5,4,0,0,0,1970,1,0,0,2,1,2.99,20.06,4,549377.74,2021,2
13,3,2,177.64,4,3,5,1,3,1969,1,0,2,3,0,7.43,470.27,3,1133126.18,2020,8
11,17,4,36.37,1,0,2,0,1,2003,0,0,1,2,4,2.08,223.84,5,81076.5,2021,7
11,3,0,40.04,2,1,3,1,1,1915,1,0,1,2,6,6.75,433.98,5,76712.68,2021,5
11,17,4,33.35,1,0,3,0,1,1999,1,0,0,0,1,2.61,252.94,9,73902.97,2023,11
12,12,0,57.52,2,2,0,0,0,1865,1,0,0,0,4,6.75,179.68,10,187571.44,2020,11
10,10,4,25.6,1,3,6,1,1,1950,1,0,1,2,3,6.33,222.87,2,220852.2,2020,2
6,14,0,75.79,4,3,6,1,3,1932,0,0,0,1,3,2.09,119.23,1,301166.67,2023,12
11,11,0,99.06,4,3,1,0,1,1972,0,1,0,0,4,10.67,515.34,3,206003.34,2021,7
12,12,3,173.99,7,6,0,0,4,1972,1,0,1,1,2,5.65,24.72,6,399829.5,2021,6
14,12,0,59.31,2,1,6,1,2,1970,1,0,0,1,3,6.0,298.11,1,254537.57,2022,9
3,7,3,218.65,6,6,0,0,1,1945,1,1,0,1,4,10.83,252.94,3,301702.44,2021,10
2,17,3,141.77,6,6,0,0,0,1972,0,0,0,4,2,6.43,290.77,5,312126.78,2023,8
10,16,0,40.43,2,3,5,1,1,1989,0,0,2,3,3,24.17,246.91,2,234597.88,2021,8
9,7,0,64.63,2,2,3,0,0,1960,1,0,2,3,3,3.6,252.94,5,395324.48,2022,3
4,11,4,24.09,1,3,2,0,1,2015,0,0,0,0,1,3.75,189.69,9,65695.21,2021,7
6,2,0,79.14,4,2,2,0,3,1970,1,0,1,0,7,10.6,75.89,4,261076.51,2020,7
5,13,3,215.6,4,3,0,0,3,2022,1,0,2,2,7,5.07,784.07,8,1146033.77,2023,3
0,11,3,141.6,4,3,0,0,0,1996,0,0,0,0,1,11.18,82.64,1,267308.38,2023,8
6,19,2,119.7,4,4,3,0,3,1979,1,1,0,0,4,4.71,112.55,9,751709.46,2021,10
7,3,4,48.18,1,0,2,0,1,1933,0,0,0,0,0,3.31,132.23,4,211290.32,2022,8
8,7,0,58.29,2,1,2,0,0,1982,1,0,0,0,5,1.89,324.08,10,240186.62,2021,6
3,12,4,32.93,1,0,1,0,4,2000,1,0,0,2,6,4.23,961.99,8,50000.0,2021,3
2,17,1,203.59,4,3,5,1,4,1940,0,0,0,2,3,3.61,60.02,3,335118.29,2023,1
13,17,3,190.45,4,2,0,0,1,1878,1,0,0,3,3,15.35,498.09,2,361180.35,2022,2
11,7,1,113.26,6,5,4,1,3,1964,0,0,0,2,5,2.63,150.3,5,270734.67,2020,1
8,7,3,199.62,4,3,0,0,0,1947,0,0,0,2,2,10.04,252.94,3,520303.16,2022,11
8,17,3,215.66,4,2,0,0,0,1945,1,1,2,1,3,7.5,155.64,5,712157.22,2023,7
11,11,0,79.85,3,2,10,1,2,1991,0,0,2,2,5,8.34,490.19,5,214628.55,2021,11
6,14,3,266.63,7,3,0,0,0,1921,0,0,1,4,3,9.88,503.67,3,656344.52,2020,6
11,12,0,69.11,2,3,0,0,0,1984,0,0,1,2,5,12.26,469.09,7,113777.97,2020,7
3,17,0,63.34,2,2,0,0,2,1893,0,0,1,3,4,2.03,252.94,8,144482.24,2022,5
2,17,0,85.66,3,2,3,1,1,2014,1,0,2,2,4,5.95,449.39,10,234274.96,2022,1
7,17,0,73.1,3,2,1,0,1,1978,0,0,1,1,4,4.93,312.2,5,254455.81,2022,6
11,17,0,108.72,5,5,4,1,0,2015,1,0,0,3,4,6.89,231.2,3,249139.0,2023,9
13,7,3,222.86,7,7,0,0,0,2008,0,0,0,1,5,11.49,221.28,9,378018.46,2022,6
13,3,0,82.55,4,2,1,0,1,2008,0,1,0,0,5,3.27,253.05,8,307285.99,2023,12
8,17,1,136.06,5,4,3,1,1,1913,0,0,0,2,2,6.76,59.53,7,394226.21,2020,9
9,3,0,68.6,2,2,4,1,1,1988,0,0,1,2,6,3.14,199.43,10,314645.22,2023,4
4,11,0,82.83,3,3,3,1,3,1960,1,0,2,4,4,0.33,452.39,5,328125.43,2023,4
7,12,0,45.26,2,1,2,0,3,1966,0,0,0,4,3,7.6,174.02,9,147753.3,2020,2
9,11,0,112.6,6,5,5,1,1,1944,0,0,0,2,7,3.23,98.87,1,534258.64,2023,8
1,17,0,86.07,3,2,6,1,0,1919,1,0,0,3,7,8.01,415.66,8,463678.81,2023,4
1,11,3,198.91,4,4,0,0,0,1948,0,0,0,0,3,4.43,587.11,4,622188.45,2022,9
10,1,4,30.61,1,3,1,0,4,1974,0,0,0,4,4,8.72,611.53,5,168420.44,2022,5
8,3,0,80.92,3,2,6,1,3,1961,1,0,0,2,4,2.93,148.57,2,341796.92,2020,6
13,17,0,72.79,3,2,2,0,0,1989,0,1,0,0,2,3.55,471.83,9,281313.39,2020,9
6,8,0,89.4,4,4,3,1,1,2005,1,0,0,2,3,3.37,66.28,2,365113.35,2021,9
13,3,4,30.28,1,0,1,0,0,1934,1,0,1,3,3,6.63,547.24,5,129657.11,2022,6
12,7,4,30.09,1,0,4,0,2,1889,0,0,0,2,7,5.83,231.8,9,131415.81,2023,12
12,11,0,42.22,2,1,0,0,4,2022,0,0,0,2,3,2.27,852.05,10,117148.23,2022,12
13,17,0,83.87,4,4,3,0,1,2010,0,0,1,3,3,3.72,190.64,8,224415.51,2023,6
2,11,1,133.38,5,4,9,1,1,1942,0,1,0,2,7,6.25,441.24,6,301391.17,2022,9
3,12,0,94.88,3,3,5,1,4,1925,1,0,0,4,2,7.24,148.07,10,128116.81,2022,12
12,17,3,198.9,7,5,0,0,1,2018,0,0,0,3,7,11.1,381.53,5,446711.9,2023,8
